"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"497";1.1;1.1;0.9;0.9;0.9;1;0.9;0.9;1;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1.1;1;1;1;0.9;0.9;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1;1.1;1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;1;1;1;1
"498";1;0.9;1.1;1;1.1;0.9;1;1.1;1;0.9;0.9;1.1;1;1;0.9;0.9;NA;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;0.9;1.1;0.9;0.9;1;1;1;1;1.1;1.1;1.1;1.1;1;1;1;0.9;1.1;1.1;1;1
"499";1;1;1.1;1;1.1;0.9;1.1;1.1;1;1.1;1;0.9;0.9;1;0.9;1.1;0.9;1;1;1.1;0.9;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1;0.9;1;1;0.9;1;1.1;1;0.9;1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;0.9
"500";0.9;1;0.9;0.9;0.9;1.1;1;1.1;0.9;0.9;1;1.1;0.9;1;0.9;1.1;NA;1.1;0.9;0.9;1;1.1;1.1;1;1.1;1;0.9;0.9;1;0.9;1.1;1;1;0.9;1;1;1.1;1;0.9;1.1;1;1.1;0.9;1;1.1;1.1;1;1.1;1.1
"501";1;1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;1;NA;1.1;1.1;1;1;1.1;1.1;0.9;1.1;1;0.9;1;0.9;0.9;0.9;1;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;1;1;1;0.9;0.9;1;1.1;1.1;1.1
"502";1.1;1.1;1;1;1.1;1.1;0.9;1.1;1;1.1;1;0.9;1;1;1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;1;1;0.9;1;1;1;1.1;1.1;1;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1;0.9
"503";1.1;0.9;1.1;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1;0.9;0.9;1;1;1.1;1;0.9;0.9;1;0.9;1;1.1;1;1;1.1;0.9;1.1;1;0.9;0.9;0.9;1;1;1.1;1.1;1;1.1;1;1.1;0.9;1.1;1.1;1.1;1;1;1.1;0.9
"504";1;0.9;0.9;1;0.9;1;1;1.1;0.9;1.1;1.1;1;1;1.1;1;1.1;1.1;0.9;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1;1;1;1.1;1.1;1;1;0.9;0.9;1.1;1.1;1;1.1;1;0.9;0.9;0.9;0.9;1.1;1;1.1;1.1;0.9
"505";0.9;0.9;1;1;1.1;1.1;1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;0.9;1;1;0.9;0.9;1.1;1;1;1.1;0.9;1.1;1;0.9;1;0.9;0.9;1;0.9;1;1;1;1.1;1
"506";1.1;1;0.9;1;1.1;1.1;1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;1.1;0.9;0.9;1;1.1;1.1;1;0.9;1;1.1;1.1;1;1;1;0.9;1.1;1;1;1;0.9;0.9;0.9;0.9;0.9;0.9;0.9;1.1;1;0.9;1.1;1.1;1;1;1
"507";1;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1;1.1;1;1.1;1;0.9;1;NA;1.1;1;1;1.1;0.9;1;0.9;1.1;1.1;1;0.9;0.9;1.1;1;1;0.9;0.9;1;1.1;0.9;0.9;0.9;1;1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;0.9
"508";1.1;1;1;1;0.9;1.1;0.9;1;0.9;1;1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1;0.9;0.9;0.9;1.1;1;1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1;1;1;1.1;1;1.1;0.9;1.1;1;1.1;1;1.1;1.1
"509";1;1.1;0.9;0.9;1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1;1.1;1;1;1.1;0.9;0.9;1.1;1;1.1;1.1;1;1;0.9;1.1;1.1;1;1.1;1;0.9;0.9;0.9;0.9;0.9;1;0.9;1;1.1;1.1;0.9;1;1.1;1;1
"510";0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1;1;1;0.9;0.9;1;0.9;1.1;1.1;1.1;0.9;1;0.9;1;1;1.1;0.9;1;1.1;0.9;1;1.1;0.9;0.9;1.1;1.1;1;1;1;0.9;1;1;1;1.1;1.1;0.9;1;1.1;1.1;0.9
"511";1.1;1.1;1;1.1;1.1;1;1;0.9;0.9;1;0.9;1.1;1;0.9;1.1;1.1;0.9;0.9;1.1;1;0.9;0.9;1;0.9;1;1.1;0.9;0.9;1;0.9;1.1;1.1;1;1;0.9;1;1.1;1.1;1;1;1.1;0.9;0.9;1.1;0.9;1;1.1;1;1
"512";1;1;1.1;0.9;0.9;1.1;1.1;1;1.1;1;1.1;1;1.1;1.1;1;0.9;NA;1.1;1;1.1;1.1;0.9;1;0.9;0.9;1;1;1.1;1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1;0.9;1.1;1.1;1;1.1;1;0.9;1;0.9;0.9;0.9;1
"513";1;1.1;1;0.9;0.9;1.1;1;1.1;1;1;0.9;1.1;1.1;1.1;1;1;1.1;1.1;1.1;0.9;0.9;0.9;1;0.9;1;1.1;1;1;0.9;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;1;1;0.9;0.9;1;0.9;1;1.1;1.1
"514";1.1;1;1.1;0.9;1;0.9;1;1.1;0.9;0.9;1.1;0.9;0.9;0.9;1;0.9;0.9;1;1;0.9;0.9;0.9;1;1.1;1;1;1;1.1;1;1;1.1;0.9;1.1;1.1;1.1;1.1;1;1.1;1.1;1.1;0.9;1.1;1.1;1;0.9;0.9;1;1;1
"515";0.9;1;0.9;1;1.1;0.9;1;0.9;1;0.9;1.1;0.9;1.1;1;1.1;0.9;NA;0.9;1.1;1;1;1.1;0.9;0.9;1;1;1;0.9;1;1.1;1.1;0.9;1.1;1.1;0.9;1;0.9;1.1;1;1;1.1;1;1.1;1.1;1.1;1.1;0.9;1;0.9
"516";1.1;1;0.9;1;1;0.9;0.9;1;1.1;0.9;0.9;1.1;1;0.9;1.1;1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1;1;1;1.1;1;1;1.1;0.9;0.9;1;1.1;1;1.1;1.1;1.1;1;1;1;1.1;0.9
"517";1.1;0.9;0.9;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1.1;1;1.1;1.1;1;1;0.9;1.1;0.9;1;1;1;1.1;1;0.9;1;0.9;1.1;1.1;0.9;1.1;1;0.9;0.9;1;1;1.1;1;1;0.9;1;1.1;0.9;1;1.1;1.1
"518";0.9;0.9;1;0.9;0.9;0.9;1.1;0.9;1;1.1;1;0.9;1;0.9;1;0.9;1.1;1;1.1;1.1;1.1;1;1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;1;1;1.1;1;0.9;1.1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1;1.1;1.1;1
"519";1.1;1;0.9;1.1;1.1;1.1;1.1;1.1;1;1.1;0.9;0.9;1.1;1;1;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1;1;0.9;1;1;1;1;0.9;0.9;1.1;0.9;1;1;0.9;1;0.9;1.1;0.9;1.1;1.1;1
"520";0.9;1;1.1;1.1;1.1;1;1;1.1;0.9;0.9;1.1;1;1.1;1;1.1;1.1;0.9;1.1;1.1;0.9;1;0.9;1.1;1;0.9;1;0.9;0.9;1;0.9;0.9;0.9;1;1.1;1;1.1;1;1;0.9;1;1.1;1;0.9;1;1.1;1;0.9;0.9;1.1
"521";0.9;1.1;1.1;1;0.9;1;1;0.9;1.1;1.1;0.9;1;1.1;0.9;1;1;0.9;0.9;1;0.9;1.1;1;0.9;0.9;1;1;1.1;1.1;0.9;1;1;1;0.9;1.1;1;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1.1;1;1.1;1;0.9;1;0.9
"522";0.9;1;1;1.1;1;0.9;1;1.1;1;1.1;0.9;1.1;1.1;1;0.9;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1;1;1;1;1;0.9;0.9;1.1;1;1;0.9;1;0.9;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1
"523";0.9;1;1.1;1;0.9;0.9;1;0.9;1;1.1;1.1;1;1.1;1.1;1;0.9;1.1;1;1.1;1.1;0.9;1.1;1;1.1;1;1.1;1;1;0.9;1;0.9;1;1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;1;0.9;1.1;1;0.9;0.9
"524";0.9;1.1;1;1.1;0.9;1.1;1;0.9;0.9;1;1.1;0.9;0.9;1;1;1.1;1.1;1.1;1.1;1.1;1;1;1.1;0.9;1.1;1;0.9;1.1;1;1;0.9;1;1;0.9;1;1;1;1.1;0.9;1.1;0.9;0.9;0.9;1.1;1;0.9;1;0.9;1.1
"525";0.9;1;1.1;1;1.1;0.9;1;1.1;1;1;0.9;1.1;1.1;0.9;1;1;0.9;1;1;1.1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;0.9;0.9;1.1;1;1;1.1;0.9;1.1;0.9;0.9;1;1.1;1;1;1;0.9;0.9;1.1;1.1;1;0.9
"526";1;1;0.9;1;1.1;0.9;1;1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1;NA;1.1;1;1;0.9;0.9;0.9;1;0.9;1;1.1;1.1;1;0.9;1;1;0.9;1.1;1.1;1;1.1;1;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1.1;1
"527";1;1.1;1;1;1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1;1;1.1;NA;1.1;1.1;1;0.9;1;1.1;1;1;1.1;1.1;0.9;0.9;1;0.9;0.9;0.9;0.9;0.9;1.1;1;0.9;1.1;1.1;1.1;1;1.1;0.9;0.9;0.9;1;1;1
"528";0.9;1.1;0.9;1;1.1;1;0.9;0.9;1.1;1.1;1.1;1;1;0.9;0.9;1;1.1;0.9;1;1;0.9;0.9;1;0.9;1;0.9;0.9;1;1.1;1.1;1.1;1;1;1;1;1.1;0.9;1.1;1;1.1;1;1.1;0.9;0.9;1.1;1.1;1;0.9;1.1
"529";1.1;1;0.9;1.1;1.1;0.9;0.9;1;1.1;1;1;1;1;1.1;1.1;0.9;NA;0.9;1.1;1.1;0.9;1.1;0.9;1;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;1.1;1;1;0.9;0.9;0.9;1;1.1;1;0.9;1;0.9;1.1;0.9
"530";1.1;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9;1;0.9;1;1.1;0.9;1;NA;1.1;1;1;0.9;0.9;0.9;1;0.9;1;1.1;1;0.9;1;1;1.1;0.9;1;0.9;1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;1;1;1.1;1.1;0.9
"531";1.1;1.1;1;0.9;1.1;1.1;1;0.9;0.9;1;0.9;1;1;1.1;1.1;1;NA;1;1.1;1.1;1;0.9;1;0.9;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;1;1;0.9;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1
"532";1;0.9;1.1;1;0.9;0.9;1;0.9;1;1;1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1.1;1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;1.1;1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;1;1;1;1.1;0.9;1
"533";1.1;0.9;1;1.1;1;1;1;1;1;1.1;1;1.1;0.9;1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;1.1;1;0.9;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1;1.1;1;1.1;0.9;1.1;1.1;0.9;0.9;1;1.1;0.9;0.9
"534";1.1;1.1;1;1.1;0.9;1.1;0.9;1;0.9;1;0.9;1.1;1;1;1.1;1;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1.1;1;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;1;1;1;1;1;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;1
"535";1;1;1.1;0.9;1;1;1.1;1;1.1;1;0.9;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1.1;1.1;1;1;0.9;1;1;0.9;1;0.9;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;0.9;1
"536";0.9;1.1;1;0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;1;1.1;0.9;NA;0.9;1;1;1.1;1;1.1;1;1.1;1;1.1;1.1;1.1;1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1;1.1;1;0.9;1;1;0.9;1;1.1;0.9;1.1;1
"537";1.1;1.1;1.1;1;1;0.9;0.9;1;0.9;1;0.9;1;0.9;1;1;1.1;NA;0.9;1;1.1;1;1;1.1;1.1;1.1;1;1;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1;1;1.1
"538";0.9;0.9;1;1.1;1;1.1;1.1;1.1;0.9;1;0.9;1.1;0.9;1;1;0.9;NA;1.1;0.9;1.1;0.9;0.9;1.1;1;1.1;1;1.1;0.9;1;0.9;0.9;0.9;1;1;1;1.1;0.9;1.1;1;1;1;0.9;1.1;1.1;1;1;1.1;1.1;0.9
"539";1;1.1;1;1;0.9;0.9;1;1.1;0.9;0.9;1;1;1;0.9;1.1;1.1;NA;1;1.1;0.9;0.9;1;1.1;1.1;1.1;0.9;1;1;1.1;1.1;1;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1;0.9;0.9
"540";1;1;1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1.1;1;1.1;1;1;1;1.1;1.1;0.9;1;1;0.9;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1.1;1;1.1;0.9;1.1;1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1
"541";1;0.9;1.1;0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1;0.9;1;1.1;1;1;1;0.9;1;1.1;1.1;1.1;1;1;1;0.9;1;1;1;0.9;1;1;1;0.9;1.1;1.1;1.1
"542";1.1;1;1.1;1;1;1.1;1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;1.1;NA;1.1;1;0.9;1.1;0.9;1;1.1;1.1;0.9;1;1.1;0.9;1;0.9;1;0.9;1.1;1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;1;1;1;0.9
"543";0.9;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1;1;1.1;0.9;NA;0.9;1.1;1;1;1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;1;1.1;0.9;1;1.1;1;1;1.1;1.1;1.1;1;0.9;1.1;1;0.9;1.1;0.9;1;1
"544";1;1;0.9;1;1.1;1.1;1.1;1;0.9;0.9;1;1.1;0.9;1;0.9;1.1;NA;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1;0.9;0.9;1;1.1;1.1;0.9;0.9;0.9;1.1;1;1.1;1.1;1;1;1;1.1;0.9;1;1.1;0.9;1;1;1.1
"545";1;1.1;0.9;1.1;1.1;1.1;1.1;1;1;1.1;1;1.1;1;1.1;1;1;NA;1.1;1;1.1;1;0.9;0.9;1.1;1;0.9;1;0.9;1;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;0.9;1;1;1.1;0.9;0.9;0.9;0.9;0.9;1;1.1
"546";1.1;0.9;1;0.9;1.1;1;0.9;0.9;1.1;1;0.9;0.9;1.1;1;1.1;1.1;NA;1.1;0.9;1;1;0.9;1.1;1;1;0.9;0.9;1;0.9;1;0.9;0.9;1.1;1;1;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1;1.1;0.9;1.1;1
"547";1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1;1;1;1.1;0.9;1;1;NA;1;0.9;1;0.9;1.1;1;1;1.1;0.9;1.1;0.9;0.9;1;1.1;1.1;1;0.9;0.9;1.1;0.9;1;0.9;0.9;0.9;1.1;1;1;1;0.9;1.1;0.9;1.1
"548";1.1;1.1;1.1;1;0.9;1;0.9;1;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;NA;1;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;1;1;0.9;0.9;1.1;0.9;1.1;0.9;1;0.9;1;1;1;1.1;1;1;1.1;1;1;0.9
"549";1.1;0.9;1.1;1;1;1;1.1;1;1.1;0.9;0.9;1;1.1;1;0.9;1;NA;1.1;1;1.1;0.9;1.1;0.9;1;1.1;0.9;0.9;1;0.9;0.9;1.1;1;1;1;0.9;1.1;1;1.1;0.9;1.1;1.1;1;1.1;0.9;1.1;0.9;0.9;1;0.9
"550";1;1.1;1;0.9;0.9;1.1;1;1.1;1;0.9;1;0.9;1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;1.1;1;1;1;1;0.9;0.9;1;1.1;1.1;1.1;1;1;0.9;0.9;1.1;1;0.9;1.1;0.9;1;1.1;0.9;0.9;0.9;1.1;1.1;1.1
"551";0.9;0.9;1;1.1;0.9;1;1.1;1;0.9;0.9;1.1;1;1.1;0.9;1;1;0.9;0.9;1.1;1;1.1;1;1.1;1;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;1;0.9;1;1;1;0.9;0.9;1.1;1.1;0.9;1.1;1;1;1.1;1;1.1;0.9
"552";1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1;1.1;NA;1.1;0.9;1;1.1;1;0.9;1;1;1;0.9;1.1;1;1;1.1;1;1.1;1;0.9;1;0.9;1.1;1.1;1;1;0.9;0.9;0.9;1;0.9;1;1.1;0.9
"553";1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1;1;1;1;0.9;1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;0.9;1.1;1;0.9;1;1.1;1.1;1;1;1;1.1;1.1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1;1;1;0.9;1.1;1
"554";1.1;1;0.9;0.9;0.9;1;0.9;1;1;1;1.1;0.9;1.1;1;0.9;1;0.9;0.9;1;1.1;1.1;0.9;0.9;0.9;0.9;1;0.9;1;1;1.1;1.1;1;1.1;1.1;0.9;1;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1;1.1;0.9;1.1
"555";1.1;1;1;1;1;1.1;1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;1;1.1;1.1;0.9;0.9;1;1;1;0.9;1;0.9;0.9;1;1;1;1.1;0.9;0.9;0.9;1.1;1;0.9;1;0.9;0.9
"556";1;0.9;0.9;1;1.1;1.1;1.1;1;0.9;1;1.1;1.1;1;0.9;1.1;1.1;NA;1;0.9;0.9;1;1;0.9;1.1;1;1;0.9;1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;1.1;1;1;0.9;1.1;1;1.1;1
"557";1.1;1;1;1.1;0.9;0.9;1;1.1;1;1;0.9;0.9;1;1;1.1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1.1;1;1;1;1;1.1;1;1;0.9;0.9;1.1;0.9;1.1;0.9;0.9
"558";1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1;1.1;0.9;1;0.9;0.9;1.1;1;0.9;1;1.1;1;0.9;0.9;1.1;1.1;1;1;1;1.1;1;0.9;1.1;1.1;0.9;1;0.9;1;1.1;1;0.9;0.9;0.9;1.1;1;1.1;1;1.1
"559";0.9;1;1;1;0.9;0.9;1;1;0.9;1.1;1;1.1;0.9;1.1;0.9;1;NA;1;0.9;1;0.9;1.1;0.9;1;1.1;1;0.9;1;1.1;1.1;0.9;1.1;1.1;1;1.1;1.1;1;0.9;0.9;1;1.1;1;0.9;1.1;1.1;0.9;1.1;0.9;1.1
"560";0.9;0.9;0.9;1;1;1.1;1;1.1;1;1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;0.9;1;1;1.1;1.1;1;1.1;0.9;1;0.9;1.1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;1;0.9;1;1;1.1;1.1;1;0.9;0.9;0.9;1.1;0.9
"561";1;1;1.1;1.1;1;1;1;0.9;0.9;1;1;1.1;1;0.9;1;1.1;1.1;0.9;1;1.1;1;1;1.1;1;0.9;1;0.9;1.1;1.1;1.1;1;0.9;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;0.9;1;1.1;1.1;0.9;1.1;0.9
"562";1.1;0.9;0.9;0.9;1;1;1.1;1;1.1;1.1;1;1;0.9;0.9;0.9;0.9;1.1;1;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1;1;0.9;0.9;1;1;1.1;1;1;1.1;1;1;1;1.1;1
"563";0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;1;1;1;1;1.1;0.9;0.9;0.9;0.9;1;1.1;1;0.9;0.9;1.1;1.1;1;1.1;1.1;1.1;1.1;1.1;1;1;1.1;0.9;1.1;1;1.1;1.1;1;0.9;1;1;0.9;1;0.9;0.9;0.9;1;1
"564";1;1.1;0.9;1;1;1.1;1.1;0.9;1;1;1.1;1;0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;0.9;1;1;1;0.9;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1.1;1;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;1
"565";1.1;0.9;1.1;1;1;0.9;1;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1.1;NA;1;0.9;1;0.9;1.1;1.1;1;1;1.1;0.9;0.9;0.9;0.9;1.1;1;1;1.1;0.9;1;0.9;1.1;1.1;1;1.1;1;0.9;1;0.9;1.1;1.1;1;0.9
"566";1;1;1;1;0.9;1.1;1.1;1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;NA;1;0.9;0.9;0.9;1;1.1;1;0.9;1.1;1.1;1;0.9;1.1;0.9;1;1.1;0.9;1;0.9;0.9;1.1;0.9;1.1;1.1;1;0.9;1;1.1;1;1.1;1;1
"567";0.9;1;1;1.1;0.9;1.1;1;0.9;0.9;1;0.9;0.9;1;1;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;1;1;1;1.1;1.1;1.1;1;1;1.1;0.9;0.9;1;0.9;1;1.1;0.9;1.1;1;0.9;0.9
"568";1;1.1;1.1;0.9;1;0.9;1;1.1;1;0.9;0.9;1.1;0.9;1.1;1;0.9;0.9;1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;1;0.9;1;0.9;1.1;1.1;1;1;0.9;1.1;1.1;1;1;1.1;1;1;0.9;1.1;0.9;1;1.1;1.1
"569";1;1;0.9;1;0.9;1;1.1;1.1;1;0.9;0.9;1.1;0.9;1.1;1.1;1;1.1;1;1;1.1;1;1;0.9;1;0.9;1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1.1;0.9;1;1.1;1;1;0.9;0.9;1.1;0.9;1.1;1;1
"570";1;0.9;1.1;1.1;1;1.1;1;1;1.1;1;1;1.1;1.1;0.9;0.9;0.9;NA;1.1;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;1;1.1;1.1;0.9;1;0.9;0.9;1;1.1;1;1;0.9;1.1;0.9;0.9;1;1;0.9;0.9;1;0.9;1.1;1
"571";0.9;1;1;1;1;1.1;1;0.9;0.9;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;1;1.1;1.1;1.1;1;1.1;0.9;0.9;0.9;1.1;1;1;1;1;1.1;0.9;1.1;1
"572";0.9;1;0.9;1;1.1;0.9;1;0.9;1;0.9;1.1;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1;1.1;0.9;0.9;1;1.1;1.1;1;1.1;1.1;1.1;1.1;1.1;1;1.1;0.9;1.1;0.9;1;1;0.9;1;0.9;0.9;1.1;1;1.1;1;1;1
"573";1.1;0.9;1.1;1;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1;1.1;0.9;0.9;1.1;1.1;1.1;1;0.9;1;1.1;0.9;0.9;0.9;1;1;1;1.1;1;1;1;0.9;0.9;1;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1.1;1.1;1;1;1.1
"574";1;1.1;0.9;0.9;0.9;1;1.1;1;1;0.9;1;1.1;0.9;1.1;1.1;1;0.9;1;0.9;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1;1;0.9;1;1;1;1;0.9;0.9;0.9;1.1;0.9;1;1.1;1.1;1.1;1;1;1
"575";1.1;1.1;0.9;1;0.9;1;0.9;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1;NA;0.9;1;1.1;0.9;1;1;1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;1.1;1;1.1;1;1;1.1;0.9;0.9
"576";1.1;1.1;1;1.1;1.1;1;1;0.9;1;1.1;0.9;1;1;1;1.1;0.9;0.9;0.9;1;0.9;0.9;1;1.1;1;1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;1;1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;1
"577";1.1;1.1;0.9;1;1;1;1.1;1;0.9;1.1;1;1;1;1.1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;1;0.9;1.1;1;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;1;1;0.9;1;1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1
"578";1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;1;1;1.1;0.9;1;0.9;0.9;0.9;1;0.9;1.1;1;0.9;0.9;0.9;1.1;1;1;1.1;1.1;1.1;0.9;1.1;1;0.9;0.9;0.9;1;1;1.1;1.1;1;1;1.1;1.1;0.9;1.1;1.1;1;1
"579";1.1;1.1;1;1;1.1;0.9;1;1.1;0.9;1;0.9;1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1.1;1.1;0.9;1;1;0.9;1;1.1;0.9;0.9;1.1;0.9;1;0.9;1;0.9;0.9;1.1;1;0.9;1.1;1;1.1;1;0.9;1;1;1.1;0.9
