"1-1";"2-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"4-5";"5-5";"1-6";"2-6";"4-6";"5-6";"6-6";"7-7";"9-7";"7-8";"8-8";"9-8";"7-9";"9-9";"10-10";"10-11";"11-11"
"618";1.1;0.9;1;1.1;1;0.9;1.1;1;1;0.9;1.1;0.9;1.1;1;1;1;1.1;1.1;0.9;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1;0.9;1.1;1;0.9;1;0.9;0.9;1.1;1;0.9;0.9
"619";1;0.9;0.9;1;1.1;0.9;1;1.1;0.9;1;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1.1;0.9;0.9;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;1;1;1.1;1;1;0.9;1.1
"620";1.1;1.1;1;1.1;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1;0.9;1;1.1;1;1.1;1;1;0.9;1;0.9;1;0.9;1;1.1;1;1.1;0.9;1.1;1.1;1;0.9;1;0.9;1.1;0.9;1;0.9
"621";0.9;1;1;0.9;1.1;1.1;1;0.9;0.9;1;0.9;1.1;NA;1;0.9;1.1;0.9;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1;1;1;1.1;1.1;1.1;1;1;0.9;0.9;1
"622";1;1.1;0.9;1;0.9;1;1.1;1.1;1;1;0.9;1.1;0.9;1.1;1;1;1.1;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1.1;1;1;0.9;1;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1
"623";1;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1;1;1;1.1;NA;1;1;1.1;1;1.1;1;0.9;1.1;0.9;0.9;1;1.1;1.1;0.9;1;1.1;0.9;0.9;1.1;0.9;1;1.1;1;0.9;1.1;0.9
"624";1.1;1;1;1;1;1.1;1.1;1.1;1;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;1.1;0.9;1;1;1;0.9;0.9;1.1;0.9;1.1;0.9;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9
"625";1;1;0.9;1;1.1;0.9;1;1.1;0.9;1.1;1.1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;1;1.1;0.9;1;1;0.9;1.1;1;0.9;1;1;0.9;1.1;1.1
"626";0.9;1.1;1;1;1.1;1.1;0.9;0.9;1;1;1.1;1;1.1;0.9;1;0.9;0.9;1.1;1.1;1.1;1;0.9;0.9;1;1;0.9;1.1;1;1.1;1.1;1.1;0.9;1;1;0.9;1.1;0.9;0.9;1
"627";0.9;1;1.1;1;0.9;1;0.9;0.9;1.1;1;0.9;1.1;0.9;1;0.9;1.1;1;1.1;0.9;0.9;1;1.1;1.1;1.1;1;1.1;1;1.1;0.9;1;1;0.9;1.1;0.9;1;1.1;0.9;1;1.1
"628";0.9;1.1;1;0.9;1;1.1;0.9;1;1.1;1;0.9;1;NA;1.1;1;0.9;1;0.9;1;1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1;1.1;0.9;1.1;1.1;1.1;0.9
"629";1;1.1;1.1;0.9;1;0.9;1;0.9;1.1;1;0.9;1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1.1;1;1.1;1;1;1;1;1;1.1;1.1;1.1;0.9
"630";1;0.9;1.1;1.1;1.1;0.9;1;1.1;1;1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;0.9;1;1;0.9;1.1;1.1;1.1;1;1;1;1;1;1;0.9;1.1;1.1;0.9;0.9;0.9
"631";0.9;1;0.9;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1.1;NA;1;1.1;1.1;1.1;1;1;1;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;1;1.1;1.1;1;0.9;1;0.9;1;0.9;1.1;0.9
"632";1.1;0.9;1.1;1;1.1;1;1;1;1.1;0.9;1;1.1;NA;0.9;1;1.1;0.9;0.9;0.9;1;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;0.9;1;1;1
"633";1.1;1.1;1;1.1;1.1;1;0.9;1;1;1.1;1;1;0.9;0.9;1.1;1;1;0.9;1.1;0.9;0.9;1.1;0.9;1;1;1;0.9;0.9;1.1;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1;0.9
"634";1;0.9;1;1.1;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9;1;0.9;1.1;1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;1;1;1;0.9;0.9;1.1;1.1;1.1;1;1.1;0.9;1;1;1
"635";1;0.9;0.9;1;1.1;1;0.9;1.1;0.9;1;1.1;0.9;NA;1;1.1;0.9;1.1;1;1;1.1;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;1;1;1;1.1
"636";0.9;1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;1.1;1;0.9;0.9;1.1;1;0.9;1;0.9;0.9;1.1;1.1;1;1;0.9;0.9;1;1.1;1.1;0.9;1;1;1;1;1.1;0.9;1;0.9;0.9;1
"637";1;1;1;1.1;1.1;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1.1;1;1;0.9;1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;1;1;1
"638";1.1;1;0.9;0.9;0.9;1;1;1;0.9;1;1.1;0.9;1.1;1;0.9;1;1.1;1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1;1.1;1.1;0.9;0.9;1;1;1.1;1.1;1;1;0.9;0.9;1.1
"639";1.1;0.9;1.1;1.1;1.1;1;1;1.1;0.9;1;1;1;NA;1.1;0.9;0.9;1.1;0.9;1;1;1.1;0.9;1;1.1;1.1;1;0.9;1;1.1;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1;0.9
"640";0.9;0.9;1.1;0.9;1;1.1;1.1;0.9;1.1;1.1;1;1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;1;1;1;1;1.1;1.1;1;0.9;0.9;1;0.9;1.1;1.1
"641";0.9;1;1;1;1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;1.1;1;1.1;0.9;0.9;1.1;1;1;1.1;1.1;1;1.1;1;1;1.1;1;1.1;0.9;1.1;1;0.9;0.9;0.9;0.9
"642";0.9;1;1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1.1;0.9;1.1;1;1.1;1;0.9;0.9;1;1;1;0.9;1.1;1;1.1;1;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;0.9;0.9
"643";0.9;1;0.9;1;1;1.1;1;1.1;1.1;1;1.1;1.1;NA;1;1;0.9;0.9;0.9;1.1;1;0.9;1;1;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1;1.1;1.1;1.1;1.1;0.9
"644";1;0.9;1.1;1.1;1;1;0.9;0.9;1.1;1.1;1.1;0.9;NA;0.9;0.9;1.1;0.9;0.9;1;0.9;1;1.1;1;0.9;1.1;1;0.9;0.9;1.1;1;1;1.1;1;1.1;1;1;0.9;1.1;1.1
"645";1;1;0.9;1;1;0.9;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;1;1;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1.1;0.9;1.1;1;1.1;1;1;1.1;0.9;0.9;0.9
"646";1;1;0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1;1;1;0.9;1;1;0.9;1;1;1.1;0.9;1.1;1.1;1.1;1;1;1.1
"647";1.1;0.9;1;1.1;1.1;1;1.1;1;0.9;1;0.9;0.9;0.9;1;1.1;1;0.9;1;1.1;1;1.1;0.9;0.9;1;1.1;1;1.1;1.1;0.9;1;1.1;1;0.9;0.9;1.1;0.9;1.1;1;0.9
"648";1.1;1;1.1;0.9;1;1;0.9;0.9;1.1;1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;1;1;0.9;0.9;1;0.9;1.1;1;0.9;1.1;1;1.1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;0.9
"649";1.1;0.9;1.1;1;0.9;1;0.9;0.9;1;1.1;1.1;1.1;NA;0.9;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1;0.9;0.9;1;1.1;1.1;1;0.9;1;1.1;0.9;1;1;1.1;0.9;1.1;1
"650";1.1;1;1.1;1;1;1.1;0.9;0.9;0.9;1.1;1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;1;1.1;1;1;1.1;0.9;1;0.9;0.9;1;1;1;1;1.1;0.9;1.1;0.9
"651";0.9;1.1;0.9;0.9;0.9;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1;1.1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;1;0.9;1;1;1.1;1;1.1;0.9;1;1;1;1;1.1;1.1
"652";1.1;1;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;0.9;NA;1.1;1;1.1;1;1.1;1;0.9;1.1;1;0.9;1.1;0.9;1;0.9;1;1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;0.9;1
"653";1;1.1;1.1;1;1;1;0.9;0.9;1;1.1;1;1;1.1;1;0.9;1;1.1;0.9;0.9;0.9;1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;0.9;1;1.1;1;1;0.9;1.1;1.1;1.1;1.1;1.1
"654";1;1;1.1;1;1;1;0.9;0.9;1.1;1;1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1;1;0.9;0.9;1.1;0.9;1;1.1;1.1;0.9;0.9;0.9;1;0.9;1;1.1;1.1;1;1.1;0.9;1.1
"655";0.9;0.9;0.9;1;0.9;0.9;1.1;0.9;1;1;1.1;1.1;1.1;1.1;1;1.1;1.1;1;0.9;0.9;1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1;0.9;0.9;0.9;1;1.1;1;1;1
"656";1.1;1.1;1;1.1;0.9;1.1;1;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1.1;1;0.9;1;1;1.1;0.9;1;1;0.9;0.9;0.9;0.9;0.9;1;0.9;1.1;1;1.1;0.9;1;1;1;1.1
"657";0.9;1;0.9;1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1;1.1;1.1;1.1;1.1;0.9;1;1.1;1;1;1;0.9;1;1.1;1;0.9;0.9;1;1;1.1;0.9;1;0.9;0.9;1.1;1;0.9;1.1
"658";0.9;1;1;0.9;0.9;1;1.1;1;1.1;0.9;1.1;0.9;0.9;1;0.9;1.1;0.9;1.1;1;0.9;0.9;1;0.9;0.9;1.1;1.1;0.9;1;1;1;1.1;1.1;1.1;1;1.1;1;1.1;1;1.1
"659";1.1;0.9;1;1;1;1.1;0.9;1;1.1;1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;1;1;0.9;1;1;0.9;1.1;1;0.9;0.9;1.1;1;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1
"660";1.1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;1;1;1;1.1;1;1;1.1;1;0.9;1;1.1;1;1.1;1.1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;0.9;1;0.9;1;1.1;1.1
"661";0.9;1;1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1;1;1.1;1.1;1;1.1;0.9;0.9;1.1;0.9;1;1;1;1;1.1;0.9;1;1.1;0.9;1;1.1;0.9;1.1;0.9;0.9;1.1;1;0.9;1
"662";1.1;1;1;1;1.1;0.9;1.1;0.9;0.9;1;1.1;1.1;NA;1.1;1;0.9;1.1;0.9;1;1.1;1;0.9;0.9;1.1;1.1;1;0.9;1;1.1;1.1;1;1;0.9;1;0.9;0.9;0.9;0.9;1.1
"663";1.1;1.1;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1;1;NA;0.9;1.1;0.9;1.1;0.9;1.1;1;1.1;1.1;1;0.9;1;0.9;1;0.9;1.1;0.9;0.9;1;1.1;0.9;1;0.9;1;1.1;1
"664";1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1;1;1;NA;1.1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1;0.9;1;0.9;1.1;1;1;0.9;0.9;1.1;1;1.1;0.9;1.1;1;1;1;0.9
"665";1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;1.1;1;0.9;0.9;NA;0.9;1.1;0.9;1.1;1;1.1;1.1;1.1;1;1;1.1;1;1;1;0.9;0.9;0.9;0.9;0.9;1;1;1;0.9;1.1;1.1;1
"666";1.1;0.9;0.9;1.1;1;1.1;0.9;0.9;1.1;1.1;1;1;0.9;0.9;1;1.1;1.1;1;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1;1;0.9;1;1;1.1;0.9;1.1;0.9;1.1;1;1.1;1
"667";1;0.9;1;1;1.1;0.9;0.9;1;1;1;0.9;1.1;1.1;1.1;0.9;1.1;1;0.9;1;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;1;0.9;1;1.1;1;1;1.1;0.9
"668";1;1;1.1;1;1.1;0.9;1.1;1;1.1;0.9;1.1;0.9;NA;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1;0.9;1;0.9;1.1;1;1.1;1.1;1;1.1;0.9;1.1;0.9;1;0.9;1;0.9;1.1
"669";1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;0.9;0.9;0.9;NA;0.9;1.1;0.9;1.1;1;1;1;0.9;1.1;1;1;0.9;1.1;1;1;1.1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;0.9
"670";0.9;1.1;1;1;1;0.9;1.1;1;0.9;1.1;1;1;1.1;1.1;0.9;1.1;0.9;0.9;1;0.9;0.9;0.9;0.9;1;1.1;1.1;1;1;0.9;1;1.1;0.9;1;1;1.1;1.1;1.1;0.9;1.1
"671";1;1.1;1.1;1.1;0.9;0.9;0.9;1;0.9;0.9;1;1.1;1.1;1;1.1;1;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1;0.9;1.1;1.1;0.9;1;1.1;1;0.9;0.9;1;0.9;1.1;1;1
"672";0.9;0.9;0.9;0.9;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;0.9;1;1.1;1.1;1.1;1.1;1;0.9;1;1;1.1;1.1;1.1;1;1;1;1;1;1;0.9
"673";1;1.1;1.1;1.1;0.9;0.9;1;1;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9;0.9;1;1;0.9;1.1;0.9;0.9;1.1;0.9;1;1.1;1;1;1;1;0.9;1.1;1;1.1;0.9;1;0.9;0.9
"674";1;1.1;0.9;1;0.9;0.9;1.1;0.9;1;1;0.9;0.9;0.9;1.1;1;1;0.9;1.1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1.1;1;1.1;1;0.9;1.1;1
"675";0.9;1;1;0.9;1.1;0.9;1.1;1;1;1;1.1;1.1;0.9;1.1;1;1;0.9;1;0.9;1.1;1;1.1;1;1;0.9;1.1;0.9;0.9;1;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1.1
"676";1;0.9;1.1;1.1;1;1.1;1;1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;0.9;1;1;1;1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1;0.9;0.9;0.9;1;1.1;1.1;0.9;1.1;1
"677";1.1;1;0.9;1.1;1;1;1;1.1;1.1;0.9;0.9;0.9;NA;0.9;1.1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1;1;0.9;1;0.9;0.9;1;1.1;1;1;1;1.1;0.9;1.1;1
"678";1.1;0.9;0.9;1.1;1.1;1;0.9;0.9;0.9;1;0.9;0.9;NA;1;1.1;0.9;0.9;1.1;1.1;1;1.1;1;1;0.9;1.1;1;0.9;1;1.1;1.1;1;1;1;1;0.9;1.1;0.9;1.1;1.1
"679";0.9;1;0.9;1.1;0.9;1;0.9;1;1.1;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;1;1.1;1;1.1;1;0.9;1;1;1;0.9;1;0.9;1;1.1
"680";1.1;1.1;1;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1;0.9;1;1;1;1.1;1;0.9;1.1;1;1;1;0.9;1.1;0.9;1.1;1;0.9;1.1;0.9;1;0.9;1;1.1
"681";1;1;1.1;1;1.1;0.9;1;1.1;1;1;1.1;1;0.9;1.1;1;1.1;1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;1.1;1.1;0.9;0.9;0.9;1;0.9;1.1;0.9;1.1;1;0.9
"682";0.9;1.1;1;1.1;0.9;1;1;1;1;1;1.1;0.9;NA;1.1;0.9;1.1;0.9;0.9;1;1.1;1;0.9;1;1;0.9;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1;1.1;0.9;1;1.1
"683";0.9;1;0.9;1.1;1;0.9;1.1;1;1;0.9;0.9;1.1;0.9;1.1;1;0.9;0.9;1;0.9;0.9;1.1;1;1;1;1;1.1;1.1;1.1;1.1;1.1;0.9;1;0.9;1;1.1;1.1;0.9;1;1.1
"684";1.1;1.1;1;0.9;1;1;0.9;0.9;0.9;1.1;1;1.1;NA;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1;0.9;1;1;1.1;1;1.1;1.1;1;1.1;1;1;0.9;1.1;0.9;1.1;0.9;1.1
"685";1;1;1.1;1;1;0.9;1;0.9;1.1;1.1;0.9;1;NA;0.9;0.9;1.1;1;0.9;1.1;1;1.1;1;1.1;0.9;1;1.1;0.9;0.9;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;0.9;1.1
"686";0.9;1;0.9;1.1;1.1;1.1;1.1;1.1;1.1;1;1;0.9;1.1;1;1;0.9;0.9;0.9;1;1;0.9;1;1.1;1;0.9;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;1.1;0.9;1;0.9
"687";0.9;0.9;1;1.1;1;1.1;0.9;0.9;1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1;1;1.1;1.1;1;1;0.9;1.1;0.9;1;0.9;0.9;1;1.1;0.9;1;1;0.9;1.1;1.1;0.9;1.1
"688";1;1;1.1;1.1;1;1;1.1;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;1;1;1;0.9;1.1;0.9;0.9;1;0.9;0.9;0.9;1.1;1.1;1;1;0.9;1;0.9;1.1;1.1;1;1.1;1.1;1.1
"689";1.1;0.9;1;1.1;1;0.9;1;0.9;1.1;1;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1;1.1;0.9;1.1;0.9;0.9;1;1;1;0.9;1;1.1;0.9;1.1;0.9;1;1.1;1.1;1;0.9;1.1
"690";1;1;0.9;1.1;1.1;1.1;1.1;0.9;1;1;1.1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;1;1;1;0.9;0.9;1.1;1;1.1;0.9;1;1.1;1;0.9;0.9;0.9;1.1;1.1;0.9;1;0.9
"691";1.1;0.9;1;0.9;1;1.1;0.9;1;1;0.9;1.1;1;0.9;0.9;0.9;1.1;1;1.1;0.9;1;1.1;0.9;1;1.1;1.1;1;1.1;1;1;0.9;1;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9
"692";0.9;1.1;0.9;1.1;1;1;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1;0.9;1;0.9;1;0.9;1;0.9;1.1;1;1;1.1;1.1;1;1;0.9;1;1.1;0.9
"693";1;1;1.1;1;1.1;1.1;1;1;1;1;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;0.9;1;0.9;1.1;1;0.9;1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1;0.9;1.1;1.1;1
"694";1;0.9;1;0.9;1.1;1;1.1;1;0.9;0.9;0.9;0.9;NA;1;1.1;1.1;0.9;1;1.1;0.9;1;1;1.1;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;0.9;1.1;1;1
"695";1.1;1;0.9;1;1;0.9;1;1;1;1.1;1.1;0.9;0.9;1.1;1;1;1;1.1;0.9;1;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1;1.1;0.9;1.1;0.9;1
"696";1.1;1.1;0.9;0.9;1;1;0.9;1.1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1;1.1;0.9;1;1.1;1.1;0.9;0.9;1;1;0.9;1;1.1;1;1;1;1.1;1;0.9;1.1;0.9;0.9
"697";0.9;1;1;1;1;0.9;1.1;1;1;1.1;1.1;1.1;NA;0.9;1.1;1;1;0.9;0.9;1;1.1;1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;1.1;1
"698";0.9;1;1.1;0.9;1.1;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;1.1;1.1;1.1;1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1;1;0.9;0.9;0.9;0.9;1;0.9;1;1;0.9;0.9
"699";0.9;1.1;0.9;1.1;1.1;1;1.1;1.1;1;1.1;1;0.9;1.1;0.9;1;0.9;1;1;1;0.9;1.1;0.9;1;1;1;1;1;0.9;0.9;1.1;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;0.9
"700";1;1;1;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;NA;0.9;0.9;1.1;0.9;1;1;1;0.9;1.1;0.9;1;0.9;1;0.9;1;1;0.9;1.1;1.1;0.9;1;0.9;1.1;1.1;1;0.9
"701";1;1.1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1;0.9;0.9;1.1;0.9;0.9;1;0.9;1.1;1.1;1;0.9;1.1;1;0.9;1;0.9;0.9;1.1;1.1;1.1;1;0.9;1;1;0.9;1;1;1.1
"702";1;1.1;1;0.9;1;0.9;1;1.1;1;0.9;1.1;1;0.9;1;1.1;0.9;1;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1;1;0.9;1;0.9;1.1;1.1;0.9;0.9;1.1
"703";1.1;0.9;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1.1;1;NA;1.1;0.9;1.1;1;0.9;1;1;1.1;1;0.9;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1;1.1;1;1
"704";1.1;1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;NA;0.9;1.1;1;1;1.1;1;0.9;0.9;1.1;1;1;1.1;1;1;1.1;0.9;0.9;1.1;1;0.9;1;1.1;1;0.9;1;0.9
"705";0.9;0.9;1.1;1.1;1.1;1;1;0.9;0.9;1;0.9;1.1;1.1;1;1.1;0.9;1.1;1;1.1;1.1;1.1;0.9;1;1;0.9;1.1;0.9;0.9;1;1.1;0.9;1;0.9;0.9;1.1;1;1;1;1
"706";0.9;1;1.1;0.9;0.9;1;1.1;1;1.1;1.1;1;0.9;NA;0.9;1;1.1;0.9;1.1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;0.9;0.9;0.9;1;1;1;1.1;1
"707";1.1;1;1;1.1;0.9;0.9;1;1;1;0.9;1.1;1.1;0.9;1.1;1;1;1;1.1;0.9;0.9;1;1.1;0.9;1;1.1;1.1;0.9;0.9;0.9;1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;1.1
"708";0.9;0.9;1.1;1;1;1.1;1;1;1.1;0.9;1.1;1;1.1;1;0.9;1.1;1;1;1.1;1.1;0.9;1;1.1;1;0.9;1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;1
"709";1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;1;1;1;1.1;0.9;0.9;1.1;1;1.1;1;1;1.1;1.1;0.9;1;1;1;1.1;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;0.9
"710";0.9;0.9;0.9;1;0.9;1.1;1;1;1.1;1;1.1;1;0.9;1.1;1;1;1.1;1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;0.9;1.1;1;1.1;1.1;1;1.1;0.9
"711";1;0.9;1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;1.1;1.1;1;1;1;0.9;0.9;1;0.9;1;1.1;1.1;0.9;0.9;1.1;1.1;1;1.1;1.1;1;0.9;1;0.9;1.1;0.9;1.1;1;0.9
"712";1;0.9;1;1.1;0.9;0.9;1;1;1;1;1;0.9;0.9;0.9;1.1;0.9;1;0.9;1;1.1;0.9;1.1;1;1.1;1.1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9
"713";1;0.9;1;1;1.1;1.1;0.9;1;1.1;1;0.9;0.9;NA;0.9;1;1.1;1;0.9;0.9;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1.1;1.1;1;0.9;1.1;0.9;1;1.1
"714";1.1;0.9;1.1;0.9;1;0.9;1;1.1;1;0.9;0.9;1.1;0.9;1.1;1;0.9;1;1.1;1.1;0.9;1;1.1;0.9;0.9;1;1.1;1.1;1;1.1;0.9;1;1;1;0.9;1;1.1;1.1;1;0.9
"715";1;0.9;1.1;1;0.9;0.9;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1;1;1;1;0.9;0.9;0.9;1;0.9;1.1;1.1;1.1;1;1.1;1;1;1.1;0.9;1;1.1;1.1;1.1;0.9;1;0.9
"716";0.9;1;0.9;1.1;0.9;1;0.9;1.1;1.1;0.9;1;1.1;NA;0.9;1;1;1;1.1;1;1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1;1;1.1;1.1;1;0.9;1
"717";1;0.9;1.1;1.1;0.9;1.1;0.9;1;0.9;1.1;1.1;0.9;NA;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1;1;1;1;0.9;0.9;1;1;1.1;0.9;1.1;1;1.1;1.1;0.9;1.1;1.1;1
"718";0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;1;1.1;1;0.9;NA;1;1;0.9;1.1;1;1.1;1;1.1;1.1;0.9;0.9;0.9;0.9;1;1;1.1;1;1.1;0.9;1.1;0.9;0.9;1;0.9;1;1.1
"719";0.9;0.9;1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;1;NA;1.1;1;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1;0.9;1;1;1.1;1.1;1;1.1;1.1;0.9;1.1;1;1.1;1.1;1;0.9
"720";0.9;1;1.1;1;1.1;1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;1;1.1;1;1.1;1;1;1.1;1;1;1.1;1;0.9;0.9;0.9;1;1.1;0.9;0.9;0.9;0.9;1;1.1;1.1;1.1
